1.00000000  0.00000000
0.98273622  0.00594367
0.96553120  0.01149928
0.94838886  0.01666272
0.93131306  0.02143585
0.91430764  0.02582571
0.89737637  0.02984359
0.88052294  0.03350433
0.86375103  0.03682553
0.84706423  0.03982691
0.83046609  0.04252966
0.81396012  0.04495593
0.79754976  0.04712826
0.78123837  0.04906921
0.76502931  0.05080093
0.74892585  0.05234484
0.73293120  0.05372135
0.71704855  0.05494970
0.70128099  0.05604766
0.68563160  0.05703157
0.67010339  0.05791612
0.65469928  0.05871437
0.63942221  0.05943776
0.62427501  0.06009609
0.60926047  0.06069763
0.59438133  0.06124913
0.57964029  0.06175598
0.56503997  0.06222229
0.55058298  0.06265104
0.53627184  0.06304417
0.52210903  0.06340279
0.50809700  0.06372727
0.49423812  0.06401739
0.48053473  0.06427248
0.46698911  0.06449157
0.45360353  0.06467350
0.44038013  0.06481700
0.42732108  0.06492087
0.41442847  0.06498400
0.40170436  0.06500545
0.38915073  0.06498457
0.37676954  0.06492099
0.36456273  0.06481466
0.35253213  0.06466591
0.34067960  0.06447541
0.32900688  0.06424417
0.31751573  0.06397356
0.30620785  0.06366524
0.29508487  0.06332112
0.28414842  0.06294337
0.27340007  0.06253428
0.26284133  0.06209628
0.25247370  0.06163183
0.24229864  0.06114337
0.23231754  0.06063330
0.22253179  0.06010381
0.21294273  0.05955694
0.20355163  0.05899445
0.19435978  0.05841779
0.18536838  0.05782803
0.17657864  0.05722588
0.16799169  0.05661160
0.15960867  0.05598501
0.15143065  0.05534545
0.14345867  0.05469181
0.13569378  0.05402249
0.12813692  0.05333547
0.12078907  0.05262827
0.11365113  0.05189804
0.10672399  0.05114156
0.10000852  0.05035531
0.09350550  0.04953550
0.08721577  0.04867816
0.08114006  0.04777917
0.07527911  0.04683437
0.06963363  0.04583960
0.06420428  0.04479077
0.05899171  0.04368396
0.05399653  0.04251549
0.04921933  0.04128196
0.04466066  0.03998032
0.04032107  0.03860800
0.03620102  0.03716288
0.03230104  0.03564340
0.02862154  0.03404857
0.02516295  0.03237804
0.02192567  0.03063212
0.01891007  0.02881176
0.01611648  0.02691863
0.01354522  0.02495509
0.01119659  0.02292414
0.00907083  0.02082948
0.00716821  0.01867545
0.00548892  0.01646696
0.00403317  0.01420951
0.00280110  0.01190909
0.00179285  0.00957216
0.00100855  0.00720552
0.00044826  0.00481633
0.00011207  0.00241199
0.00000000  0.00000000
0.00011207  -0.00232584
0.00044826  -0.00464761
0.00100855  -0.00696125
0.00179285  -0.00926270
0.00280110  -0.01154787
0.00403317  -0.01381267
0.00548892  -0.01605304
0.00716821  -0.01826488
0.00907083  -0.02044412
0.01119659  -0.02258673
0.01354522  -0.02468870
0.01611648  -0.02674612
0.01891007  -0.02875512
0.02192567  -0.03071199
0.02516295  -0.03261313
0.02862154  -0.03445517
0.03230104  -0.03623493
0.03620102  -0.03794948
0.04032107  -0.03959622
0.04466066  -0.04117288
0.04921933  -0.04267756
0.05399653  -0.04410880
0.05899171  -0.04546558
0.06420428  -0.04674737
0.06963363  -0.04795417
0.07527911  -0.04908649
0.08114006  -0.05014543
0.08721577  -0.05113260
0.09350550  -0.05205022
0.10000852  -0.05290101
0.10672399  -0.05368824
0.11365113  -0.05441566
0.12078907  -0.05508747
0.12813692  -0.05570828
0.13569378  -0.05628299
0.14345867  -0.05681678
0.15143065  -0.05731500
0.15960867  -0.05778304
0.16799169  -0.05822626
0.17657864  -0.05864989
0.18536838  -0.05905887
0.19435978  -0.05945772
0.20355163  -0.05985049
0.21294273  -0.06024054
0.22253179  -0.06063046
0.23231754  -0.06102195
0.24229864  -0.06141570
0.25247370  -0.06181128
0.26284133  -0.06220702
0.27340007  -0.06259998
0.28414842  -0.06298585
0.29508487  -0.06335893
0.30620785  -0.06371207
0.31751573  -0.06403672
0.32900688  -0.06432293
0.34067960  -0.06455939
0.35253213  -0.06473356
0.36456273  -0.06483176
0.37676954  -0.06483930
0.38915073  -0.06474074
0.40170436  -0.06451997
0.41442847  -0.06416057
0.42732108  -0.06364604
0.44038013  -0.06296008
0.45360353  -0.06208696
0.46698911  -0.06101183
0.48053473  -0.05972109
0.49423812  -0.05820283
0.50809700  -0.05644711
0.52210903  -0.05444648
0.53627184  -0.05219629
0.55058298  -0.04969511
0.56503997  -0.04694508
0.57964029  -0.04395231
0.59438133  -0.04072713
0.60926047  -0.03728443
0.62427501  -0.03364382
0.63942221  -0.02982991
0.65469928  -0.02587230
0.67010339  -0.02180575
0.68563160  -0.01767001
0.70128099  -0.01350979
0.71704855  -0.00937446
0.73293120  -0.00531778
0.74892585  -0.00139736
0.76502931  0.00232578
0.78123837  0.00578804
0.79754976  0.00892395
0.81396012  0.01166716
0.83046609  0.01395152
0.84706423  0.01571235
0.86375103  0.01688771
0.88052294  0.01741996
0.89737637  0.01725734
0.91430764  0.01635575
0.93131306  0.01468061
0.94838886  0.01220885
0.96553120  0.00893097
0.98273622  0.00485325
1.00000000  0.00000000
