1.00000000  0.00000000
0.98269233  0.00594725
0.96544510  0.01150570
0.94826223  0.01667127
0.93114758  0.02144588
0.91410496  0.02583662
0.89713815  0.02985483
0.88025082  0.03351538
0.86344664  0.03683597
0.84672917  0.03983634
0.83010196  0.04253774
0.81356850  0.04496236
0.79713220  0.04713279
0.78079642  0.04907164
0.76456448  0.05080107
0.74843964  0.05234254
0.73242508  0.05371651
0.71652397  0.05494220
0.70073938  0.05603746
0.68507436  0.05701859
0.66953189  0.05790032
0.65411488  0.05869573
0.63882621  0.05941626
0.62366871  0.06007173
0.60864513  0.06067040
0.59375818  0.06121903
0.57901053  0.06172303
0.56440478  0.06218649
0.54994349  0.06261241
0.53562916  0.06300274
0.52146424  0.06335858
0.50745114  0.06368031
0.49359220  0.06396771
0.47988973  0.06422012
0.46634597  0.06443657
0.45296315  0.06461590
0.43974340  0.06475686
0.42668883  0.06485822
0.41380152  0.06491890
0.40108347  0.06493799
0.38853664  0.06491479
0.37616297  0.06484897
0.36396433  0.06474047
0.35194254  0.06458963
0.34009941  0.06439713
0.32843667  0.06416397
0.31695603  0.06389152
0.30565916  0.06358145
0.29454765  0.06323568
0.28362310  0.06285636
0.27288704  0.06244579
0.26234096  0.06200641
0.25198632  0.06154067
0.24182455  0.06105102
0.23185701  0.06053984
0.22208504  0.06000934
0.21250997  0.05946156
0.20313303  0.05889824
0.19395548  0.05832083
0.18497849  0.05773043
0.17620324  0.05712773
0.16763083  0.05651300
0.15926237  0.05588604
0.15109890  0.05524622
0.14314144  0.05459241
0.13539101  0.05392304
0.12784851  0.05323606
0.12051492  0.05252903
0.11339109  0.05179908
0.10647790  0.05104302
0.09977617  0.05025731
0.09328670  0.04943819
0.08701028  0.04858166
0.08094761  0.04768366
0.07509943  0.04674001
0.06946641  0.04574655
0.06404920  0.04469921
0.05884843  0.04359408
0.05386469  0.04242748
0.04909854  0.04119600
0.04455054  0.03989663
0.04022119  0.03852678
0.03611097  0.03708434
0.03222036  0.03556775
0.02854978  0.03397601
0.02509964  0.03230879
0.02187033  0.03056637
0.01886219  0.02874973
0.01607555  0.02686052
0.01351073  0.02490107
0.01116801  0.02287440
0.00904764  0.02078420
0.00714985  0.01863477
0.00547484  0.01643104
0.00402281  0.01417847
0.00279389  0.01188305
0.00178823  0.00955120
0.00100595  0.00718973
0.00044711  0.00480578
0.00011178  0.00240669
0.00000000  0.00000000
0.00011178  -0.00232173
0.00044711  -0.00463941
0.00100595  -0.00694898
0.00178823  -0.00924637
0.00279389  -0.01152752
0.00402281  -0.01378835
0.00547484  -0.01602480
0.00714985  -0.01823277
0.00904764  -0.02040823
0.01116801  -0.02254713
0.01351073  -0.02464550
0.01607555  -0.02669939
0.01886219  -0.02870499
0.02187033  -0.03065856
0.02509964  -0.03255653
0.02854978  -0.03439553
0.03222036  -0.03617239
0.03611097  -0.03788419
0.04022119  -0.03952835
0.04455054  -0.04110256
0.04909854  -0.04260498
0.05386469  -0.04403412
0.05884843  -0.04538897
0.06404920  -0.04666901
0.06946641  -0.04787424
0.07509943  -0.04900517
0.08094761  -0.05006288
0.08701028  -0.05104902
0.09328670  -0.05196577
0.09977617  -0.05281585
0.10647790  -0.05360254
0.11339109  -0.05432958
0.12051492  -0.05500117
0.12784851  -0.05562188
0.13539101  -0.05619665
0.14314144  -0.05673063
0.15109890  -0.05722915
0.15926237  -0.05769761
0.16763083  -0.05814136
0.17620324  -0.05856562
0.18497849  -0.05897530
0.19395548  -0.05937496
0.20313303  -0.05976860
0.21250997  -0.06015959
0.22208504  -0.06055054
0.23185701  -0.06094313
0.24182455  -0.06133803
0.25198632  -0.06173483
0.26234096  -0.06213186
0.27288704  -0.06252618
0.28362310  -0.06291349
0.29454765  -0.06328808
0.30565916  -0.06364283
0.31695603  -0.06396916
0.32843667  -0.06425715
0.34009941  -0.06449550
0.35194254  -0.06467167
0.36396433  -0.06477198
0.37616297  -0.06478175
0.38853664  -0.06468553
0.40108347  -0.06446724
0.41380152  -0.06411043
0.42668883  -0.06359862
0.43974340  -0.06291548
0.45296315  -0.06204530
0.46634597  -0.06097320
0.47988973  -0.05968557
0.49359220  -0.05817048
0.50745114  -0.05641797
0.52146424  -0.05442056
0.53562916  -0.05217358
0.54994349  -0.04967556
0.56440478  -0.04692863
0.57901053  -0.04393885
0.59375818  -0.04071651
0.60864513  -0.03727647
0.62366871  -0.03363830
0.63882621  -0.02982657
0.65411488  -0.02587088
0.66953189  -0.02180592
0.68507436  -0.01767146
0.70073938  -0.01351216
0.71652397  -0.00937740
0.73242508  -0.00532093
0.74843964  -0.00140038
0.76456448  0.00232324
0.78079642  0.00578627
0.79713220  0.00892320
0.81356850  0.01166764
0.83010196  0.01395337
0.84672917  0.01571561
0.86344664  0.01689235
0.88025082  0.01742582
0.89713815  0.01726416
0.91410496  0.01636316
0.93114758  0.01468809
0.94826223  0.01221575
0.96544510  0.00893652
0.98269233  0.00485653
1.00000000  0.00000000
